Voter||Weight||% Weight||Author||Rep||Permlink||vote_tstamp||Total Payout||Pending Payout||Curator Payout||Total Payout Value||Total Reward Shares||Ratio||Delegatee Vote Value||Vote Count||Created||Vote Date||Comments||json_metadata
eastmael||1000||10||arcange||69||daily-hit-parade-for-newcomers-20180106||2018-01-07 15:38:51||27.383||0||5.663||21.72||2698130812319||1.0148877836084142e-11||0.039376157589880785||68||2018-01-07 15:12:00||2018-01-07||10||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-20180106||2018-01-07 15:34:51||18.482||0||3.481||15.001||1821147012469||1.014854916898951e-11||0.03937488240975528||70||2018-01-07 15:00:30||2018-01-07||2||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||10000||100||beautifuldata||31||re-eastmael-re-beautifuldata-data-visualisations-best-resources-to-get-started-20180107t102455622z||2018-01-07 11:44:06||0.363||0||0.091||0.272||36516266749||9.940775230259286e-12||0.363||1||2018-01-07 10:24:57||2018-01-07||1||"{""tags"":[""dataisbeautiful""]}"
eastmael||10000||100||crisgojar||52||my-homemade-peanut-butter||2018-01-07 10:41:18||9.173||0||1.894||7.279||947003297868||9.686344303817407e-12||0.35591981450641413||21||2018-01-05 19:26:21||2018-01-07||14||"{""tags"":[""food"",""diet"",""steemit"",""blog"",""photo""]}"
eastmael||10000||100||beautifuldata||31||data-visualisations-best-resources-to-get-started||2018-01-07 09:49:27||2.765||0||0.511||2.254||284264890489||9.726843140014843e-12||0.3618477737070218||9||2018-01-06 14:31:30||2018-01-07||8||"{""tags"":[""dataisbeautiful"",""blockchainbi"",""stats"",""data"",""infographics""]}"
eastmael||10000||100||crokkon||58||re-morningtundra-the-morning10-report-20180106t000808724z||2018-01-07 09:46:36||11.689||0||2.917||8.772||1212035740779||9.644105043047033e-12||0.3653729640276049||3||2018-01-06 00:08:09||2018-01-07||0||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||morningtundra||50||the-morning10-report||2018-01-07 09:46:21||8.161||0||2.265||5.896||1046351070796||7.799485495620135e-12||0.30082854808944237||116||2018-01-05 21:47:39||2018-01-07||16||"{""tags"":[""spam"",""utopian-io""]}"
eastmael||10000||100||drigweeu||57||re-eastmael-video-tutorial-minecolonies-development-environment-setup-20180106t232528089z||2018-01-07 09:41:21||0.383||0||0.094||0.289||39483213423||9.700324943078026e-12||0.38300000000000006||1||2018-01-06 23:25:57||2018-01-07||1||"{""tags"":[""utopian-io""]}"
eastmael||5000||50||maxg||53||re-eastmael-re-maxg-re-eastmael-biutopian-dev-analyzing-steem-languages-20180106t205403228z||2018-01-07 09:25:15||0.187||0||0.047||0.14||19855720045||9.417941005221298e-12||0.18699999999999997||1||2018-01-06 20:54:03||2018-01-07||2||"{""tags"":[""utopian-io""]}"
eastmael||2500||25||paulag||65||youtube-steemit-ambassador-winner-4-and-week-5-details||2018-01-06 23:20:57||134.536||0||36.754||97.782||13837311630867||9.722697846877243e-12||0.08875915702169367||82||2018-01-01 22:28:06||2018-01-06||14||"{""tags"":[""utopian-io"",""steemit"",""youtube"",""video""]}"
eastmael||2500||25||abh12345||66||utopian-io-contribution-approved-rejected-analysis-22nd-29th-december-2017||2018-01-06 23:02:30||153.914||0||39.022||114.892||16074414938724||9.575091882766701e-12||0.0874116523319296||120||2018-01-02 13:58:24||2018-01-06||61||"{""tags"":[""utopian-io"",""analysis"",""bisteemit"",""contribution""]}"
eastmael||2500||25||paulag||65||new-steemit-user-analysis-december-report||2018-01-06 22:59:54||133.407||0||37.423||95.984||13842947400507||9.637181746071936e-12||0.0879784748346298||101||2018-01-02 14:07:30||2018-01-06||29||"{""tags"":[""utopian-io"",""steemit"",""stats"",""blockchainbi"",""news""]}"
eastmael||2500||25||utopian-io||65||a-sneak-peek-on-what-is-going-to-happen-next||2018-01-06 20:30:12||888.465||0||190.269||698.196||91845298925488||9.673494565255773e-12||0.08610222755968108||719||2018-01-06 20:04:15||2018-01-06||121||"{""tags"":[""utopian-io"",""steemdev"",""steem"",""opensource"",""development""]}"
eastmael||10000||100||maxg||53||re-eastmael-biutopian-dev-analyzing-steem-languages-20180106t194102829z||2018-01-06 19:53:48||0.343||0||0.031||0.312||36059813415||9.511973787898758e-12||0.343||1||2018-01-06 19:41:03||2018-01-06||4||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||vladimir-simovic||64||re-eastmael-biutopian-dev-analyzing-steem-languages-20180106t161722760z||2018-01-06 19:48:06||1.205||0||0.292||0.913||124619172383||9.669459176767738e-12||0.3552993790666924||2||2018-01-06 16:17:33||2018-01-06||1||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||eastmael||63||video-tutorial-minecolonies-development-environment-setup||2018-01-06 19:47:12||25.681||0||6.977||18.704||3299110306677||7.784219869224974e-12||0.29129754822331866||15||2018-01-06 19:43:12||2018-01-06||7||"{""tags"":[""utopian-io"",""minecolonies"",""tutorial"",""contribution"",""steemdev""]}"
eastmael||2000||20||jassennessaj||67||still-stuck-with-post-christmas-things||2018-01-06 17:16:39||54.787||0||11.095||43.692||5645839728162||9.703959488385243e-12||0.07307028506283302||65||2018-01-06 17:11:24||2018-01-06||10||"{""tags"":[""post-christmas"",""meetup"",""food"",""photography"",""philippines""]}"
eastmael||2500||25||abh12345||66||steemit-the-curation-leagues-10-sbd-in-prizes-available||2018-01-06 13:40:33||70.429||0||15.218||55.211||7234262305456||9.735477789751034e-12||0.08663627362422116||101||2018-01-06 13:14:27||2018-01-06||111||"{""tags"":[""steemit"",""curation"",""competition"",""prize"",""blockchainbi""]}"
eastmael||2000||20||crokkon||58||can-curation-be-automated-and-is-it-good-for-steem-the-curx-curation-bot-experiment||2018-01-06 11:38:09||37.982||0||8.172||29.81||3902434930215||9.732897711098396e-12||0.06884647991759699||63||2018-01-06 11:11:21||2018-01-06||16||"{""tags"":[""curation"",""steemdev"",""bot"",""experiment"",""busy""]}"
eastmael||2500||25||paulag||65||spreading-more-good-news-and-joy-let-me-introduce||2018-01-06 10:31:36||23.082||0||2.599||20.483||2371882575281||9.731510421533176e-12||0.08438043027558946||89||2018-01-06 10:05:12||2018-01-06||22||"{""tags"":[""delegation"",""steemit"",""charity"",""gifts"",""donations""]}"
eastmael||10000||100||eastmael||63||biutopian-dev-analyzing-steem-languages||2018-01-06 06:45:27||77.146||0||22.457||54.689||9833980321219||7.84483977800325e-12||0.2649254498065261||21||2018-01-06 06:32:45||2018-01-06||11||"{""tags"":[""utopian-io"",""blockchainbi"",""data"",""analytics"",""steemdev""]}"
eastmael||2000||20||jassennessaj||67||i-am-digitalized-my-steemit-profile-picture-by-deejee||2018-01-06 02:49:36||47.122||0||9.415||37.707||4882860615616||9.650490503312329e-12||0.06385659776589596||61||2018-01-06 02:43:36||2018-01-06||8||"{""tags"":[""art"",""steemgigs"",""drawing"",""steemit"",""philippines""]}"
eastmael||1000||10||dbdecoy||53||bmw-isetta||2018-01-06 02:46:36||0.176||0||0.005||0.171||18518885479||9.503811673741384e-12||0.03252725925839719||5||2018-01-06 02:21:21||2018-01-06||0||"{""tags"":[""photography"",""cars"",""photo"",""travel""]}"
eastmael||10000||100||zirensparvg||34||my-favorite-2k17-shots||2018-01-06 02:26:12||1.04||0||0.193||0.847||78241061548||1.3292253190634075e-11||0.43976939058592746||26||2017-12-30 15:36:15||2018-01-06||48||"{""tags"":[""photography"",""animalphotography"",""art"",""teamphilippines"",""steemitph""]}"
eastmael||10000||100||eastmael||63||re-revisesociology-on-becoming-entangled-in-the-steemit-assemblage-10-things-you-should-know-about-steemit-in-order-to-better-understand-the-20180106t020716672z||2018-01-06 02:10:24||0.683||0||0.052||0.631||71291863150||9.58033595731605e-12||0.32351978454720753||2||2018-01-06 02:07:21||2018-01-06||2||"{""tags"":[""utopian-io"",""blockchainbi""]}"
eastmael||10000||100||oscarcc89||59||my-illustration-1up||2018-01-06 01:26:42||29.748||0||8.58||21.168||3815498663152||7.796621785584652e-12||0.26506423094991144||64||2018-01-05 23:07:03||2018-01-06||6||"{""tags"":[""utopian-io"",""1up"",""contest"",""design"",""latinsteemit""]}"
eastmael||2000||20||steemitbc||56||seven-day-black-and-white-challenge-day-4||2018-01-06 00:41:30||10.321||0||1.471||8.85||1069741391542||9.648126249581302e-12||0.06604236587409848||16||2018-01-06 00:35:24||2018-01-06||4||"{""tags"":[""japan"",""sevendaybnwchallenge"",""food"",""steemitbc"",""photography""]}"
eastmael||10000||100||thegoldenphoenix||60||re-paulag-analyzing-dtube-20180105t224153458z||2018-01-05 23:11:06||0.328||0||0.073||0.255||34439324363||9.523996363656538e-12||0.328||1||2018-01-05 22:41:54||2018-01-05||0||"{""tags"":[""utopian-io""]}"
eastmael||2500||25||paulag||65||analyzing-dtube||2018-01-05 19:33:09||111.952||0||29.393||82.559||14381697236404||7.784338535275164e-12||0.09347186080116235||96||2018-01-05 18:38:48||2018-01-05||25||"{""tags"":[""utopian-io"",""dtube"",""stats"",""blockchainbi"",""steemit""]}"
eastmael||2000||20||dreamiely||62||a-day-in-villa-escudero-plantations-and-resort||2018-01-05 18:25:33||119.107||0||27.624||91.483||12266487881293||9.70995130412545e-12||0.0939229495653737||60||2018-01-05 17:53:00||2018-01-05||33||"{""tags"":[""travel"",""sndbox"",""philippines"",""steemph"",""recreation""]}"
eastmael||2500||25||abh12345||66||anomadsoul-bloctrades-my2017-how-did-they-do-30-day-check-up||2018-01-05 17:13:09||112.853||0||20.765||92.088||11597844674742||9.730514864177594e-12||0.11684092704684751||131||2018-01-05 16:43:30||2018-01-05||54||"{""tags"":[""steemit"",""anomadsoul"",""blocktrades"",""my2017"",""delegation""]}"
eastmael||2500||25||utopian-io||65||the-bug-is-over-thanks-for-your-patience||2018-01-05 16:54:06||0||0||0||0||8978062074467||0||0||95||2018-01-05 16:24:48||2018-01-05||29||"{""tags"":[""utopian-io"",""bug""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-for-newcomers-20180104||2018-01-05 16:21:39||8.592||0||1.483||7.109||883661071527||9.723184914271143e-12||0.04864704638605836||86||2018-01-05 15:55:48||2018-01-05||7||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||10000||100||zoltarian||60||zoltarian-1up-mascot||2018-01-05 16:10:36||29.734||0||8.75||20.984||3768155015344||7.890864329870343e-12||0.37637198272845956||50||2018-01-05 13:43:15||2018-01-05||8||"{""tags"":[""utopian-io"",""1up"",""flauwy"",""mascot"",""design""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-20180104||2018-01-05 16:09:36||21.495||0||4.022||17.473||2209031704777||9.730507694170873e-12||0.048683683724193745||81||2018-01-05 15:42:00||2018-01-05||1||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||10000||100||t-fir||50||my-contribution-to-1up-flauwy||2018-01-05 16:07:33||27.936||0||8.302||19.634||3167882767833||8.818508147986078e-12||0.4323835154899848||45||2018-01-04 16:27:33||2018-01-05||13||"{""tags"":[""utopian-io"",""1up"",""art"",""blog""]}"
eastmael||5000||50||hiroyamagishi||67||crypto-coins-2017-analysis-and-review-litecoin-stellar-iota-and-dash||2018-01-05 15:51:39||124.475||0||26.025||98.45||12791807205651||9.730837715018956e-12||0.24018098546975536||174||2018-01-05 15:33:57||2018-01-05||6||"{""tags"":[""cryptocurrency"",""bitcoin"",""altcoin"",""news"",""philippines""]}"
eastmael||2500||25||paulag||65||happy-funny-fridays-how-martians-do-it||2018-01-05 15:43:42||20.539||0||1.885||18.654||2109949427322||9.734356536719749e-12||0.12013391931303143||55||2018-01-05 15:05:21||2018-01-05||10||"{""tags"":[""funny"",""life"",""family"",""steemit"",""community""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180104-es||2018-01-05 15:34:00||7.318||0||1.107||6.211||752096696069||9.730131827794416e-12||0.048083447331355174||75||2018-01-05 15:01:51||2018-01-05||5||"{""tags"":[""spanish"",""statistics"",""stats"",""steemit""]}"
eastmael||10000||100||paulag||65||exploring-the-smartcash-api-with-steemit-blockchain-transfer-comparison||2018-01-05 15:24:54||170.67||0||36.5||134.17||18319668987815||9.316216363599041e-12||0.46338722508179997||105||2018-01-03 00:17:06||2018-01-05||28||"{""tags"":[""utopian-io"",""steemit"",""smartcash"",""blockchain"",""blockchainbi""]}"
eastmael||10000||100||crokkon||58||curation-rewards-you-could-have-had-calculating-the-best-voting-time-sweet-spot-retrospectively||2018-01-05 15:24:42||121.395||0||34.127||87.268||13608094043404||8.920793728556098e-12||0.45253457017016596||79||2018-01-04 15:01:06||2018-01-05||31||"{""tags"":[""utopian-io"",""curation"",""blockchainbi"",""bisteemit"",""analysis""]}"
eastmael||10000||100||miniature-tiger||60||market-share-of-the-steem-blockchain-by-application-december-analysis||2018-01-05 15:10:57||133.15||0||38.494||94.656||16129572996655||8.255023243802737e-12||0.42691901241042735||46||2018-01-05 00:44:51||2018-01-05||22||"{""tags"":[""utopian-io"",""busy"",""dtube"",""esteem"",""blockchainbi""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180104-en||2018-01-05 14:58:42||14.192||0||2.392||11.8||1456806776177||9.741854741534847e-12||0.05134393802049705||95||2018-01-05 14:31:51||2018-01-05||14||"{""tags"":[""statistics"",""stats"",""steemit""]}"
eastmael||10000||100||dbdecoy||53||6sjyt6-steemit-curation-based-quarterly-churn-and-retention-levels||2018-01-05 14:51:36||11.502||0||2.236||9.266||1036492754768||1.1097038495531514e-11||0.5848636341587495||10||2018-01-04 11:35:15||2018-01-05||8||"{""tags"":[""steemit"",""blockchainbi"",""curation"",""technology"",""stats""]}"
eastmael||2000||20||zararina||62||filipino-translation-of-freecad-translated-594-words||2018-01-05 14:50:39||22.07||0||6.162||15.908||2457701215282||8.979936154471754e-12||0.09465657158229743||38||2018-01-04 02:56:39||2018-01-05||4||"{""tags"":[""utopian-io"",""translation"",""philippines"",""blog"",""pilipinas""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180104-cn||2018-01-05 14:27:39||20.435||0||3.944||16.491||2096948074790||9.745114934258195e-12||0.05136112069644158||66||2018-01-05 14:01:54||2018-01-05||1||"{""tags"":[""cn"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180104-kr||2018-01-05 14:01:15||16.789||0||3.348||13.441||1722415889479||9.747355503715408e-12||0.051372929501068004||71||2018-01-05 13:31:48||2018-01-05||2||"{""tags"":[""kr"",""statistics"",""stats"",""steemit""]}"
eastmael||2500||25||utopian-io||64||serious-bug-detected-read-here-if-you-have-contributed-recently-biweekly-postponed||2018-01-05 13:54:09||0||0||0||0||24485477723772||0||0||108||2018-01-05 13:01:30||2018-01-05||24||"{""tags"":[""utopian-io"",""bug""]}"
eastmael||2000||20||jassennessaj||67||the-things-i-am-afraid-of-with-the-price-hike-of-sbd-or-an-important-topic-to-new-users||2018-01-05 13:47:03||85.285||0||18.278||67.007||8724838649267||9.774965867955053e-12||0.10625680000839685||68||2018-01-05 12:40:18||2018-01-05||22||"{""tags"":[""sbd"",""steemit"",""steem"",""sndbox"",""philippines""]}"
eastmael||2000||20||zararina||62||20180105t133614998z-post||2018-01-05 13:46:03||0.907||0||0.083||0.824||102410037627||8.856553722824461e-12||0.09627338554448121||32||2018-01-05 13:36:30||2018-01-05||14||"{""tags"":[""steepshotchallenge"",""philippines"",""newyear"",""photography"",""whalepower"",""steepshot""]}"
eastmael||2000||20||zararina||62||filipino-translation-of-freecad-translated-504-words||2018-01-05 13:43:45||24.26||0||6.584||17.676||2591608696508||9.360981089733396e-12||0.10175666175929811||19||2018-01-03 07:32:27||2018-01-05||6||"{""tags"":[""utopian-io"",""translation"",""philippines"",""blog"",""pilipinas""]}"
eastmael||2000||20||skyleap||62||i-drew-yadamaniart-portrait||2018-01-05 13:43:18||12.437||0||2.058||10.379||1275518506935||9.750544529444279e-12||0.10599133276102941||92||2018-01-05 13:19:18||2018-01-05||4||"{""tags"":[""japanese"",""busy"",""art"",""drawing"",""portrait""]}"
eastmael||10000||100||kayrex||53||graphic-contribution-for-the-1up-mascot||2018-01-05 13:30:57||26.267||0||7.533||18.734||3289322785429||7.985534322249315e-12||0.4366561808189702||54||2018-01-05 03:51:57||2018-01-05||6||"{""tags"":[""utopian-io"",""1up"",""flauwy"",""mascot"",""design""]}"
eastmael||2000||20||zararina||62||3aysxw-filipino-translation-of-freecad-translated-519-words||2018-01-05 13:28:03||23.423||0||6.624||16.799||2435243199771||9.618341199845091e-12||0.10772255346052273||44||2018-01-02 15:34:00||2018-01-05||5||"{""tags"":[""utopian-io"",""translation"",""philippines"",""blog"",""pilipinas""]}"
eastmael||10000||100||yabapmatt||64||be-sure-to-upvote-your-friendly-utopian-moderator||2018-01-05 09:14:57||61.047||0||17.519||43.528||6779050872408||9.00524293872357e-12||0.48351570080586376||97||2018-01-04 01:58:09||2018-01-05||31||"{""tags"":[""utopian-io"",""moderators"",""steemdev"",""steemitdev"",""dev""]}"
eastmael||1000||10||st3llar||58||new-largest-prime-number-discovered||2018-01-05 05:05:27||2.9||0||0.479||2.421||293383384925||9.884677009713248e-12||0.05190553480318224||59||2018-01-05 04:39:39||2018-01-05||12||"{""tags"":[""curiosity"",""steemstem"",""steemph"",""philippines"",""busy""]}"
eastmael||5000||50||kennyroy||57||introducing-ryl-a-mother-of-3-children-new-in-steemit||2018-01-05 05:03:27||11.835||0||2.297||9.538||1201025715753||9.854077098240882e-12||0.25549020319164933||30||2018-01-05 04:58:15||2018-01-05||3||"{""tags"":[""ians"",""community"",""introduceanewsteemian"",""ocd-resteem"",""philippines""]}"
eastmael||1000||10||cryptopie||69||dear-diary-my-funny-situation-that-is-not-worth-laughing-about||2018-01-05 04:26:39||61.879||0||12||49.879||6259986115650||9.884846205217957e-12||0.05190642326753465||81||2018-01-05 03:47:36||2018-01-05||28||"{""tags"":[""steemit"",""untalented"",""life"",""health"",""philippines""]}"
eastmael||5000||50||surpassinggoogle||69||steem-s-mainstreamity-is-just-beginning-if-you-just-joined-steemit-now-you-are-so-not-late-the-masses-are-coming-not-winter-not||2018-01-05 02:16:06||358.997||0||28.048||330.949||35122267761795||1.0221350239533983e-11||0.2616580358940062||493||2018-01-05 01:38:00||2018-01-05||367||"{""tags"":[""steemit"",""philippines"",""untalented"",""untalented-adjustments"",""nigeria""]}"
eastmael||2000||20||zararina||62||street-photography-contest-luneta-park||2018-01-05 02:15:33||3.02||0||0.473||2.547||295747815842||1.0211402547139695e-11||0.10389108821440897||19||2018-01-05 01:28:54||2018-01-05||12||"{""tags"":[""streetphotography"",""philippines"",""photography"",""whalepower"",""busy""]}"
eastmael||10000||100||eastmael||63||you-re-a-whale-inside-act-like-one-paulag||2018-01-05 01:23:54||10.797||10.797||0||0||818233733523||1.3195496051613844e-11||0.6799180615058092||12||2018-01-05 01:23:51||2018-01-05||1||"{""tags"":[""blockchainbi"",""gratitude"",""happybirthdaypaulag""]}"
eastmael||1000||10||steemitbc||56||blogger-central-rap-rewarding-awesome-posts-project-14||2018-01-05 00:26:09||40.472||0||6.352||34.12||3930268361143||1.0297515660795728e-11||0.05407339632772204||25||2018-01-05 00:20:21||2018-01-05||2||"{""tags"":[""community"",""news"",""minnow"",""blog"",""steemitbc""]}"
eastmael||2500||25||paulag||65||pay-it-forward-happy-birthday-to-me||2018-01-05 00:11:06||29.282||0||2.918||26.364||2842804404442||1.0300392089672317e-11||0.13184072064139604||85||2018-01-04 23:45:12||2018-01-05||53||"{""tags"":[""delegation"",""payitforward"",""steemit"",""community"",""steem""]}"
eastmael||1000||10||mahdiyari||61||daily-steem-and-steem-dollars-sbd-price-report-2018-01-04||2018-01-04 23:35:06||18.889||0||1.707||17.182||1826786062808||1.0340017577627689e-11||0.05429657860481167||286||2018-01-04 23:07:39||2018-01-04||25||"{""tags"":[""steem"",""steemdollars"",""sbd"",""cryptocurrency"",""money""]}"
eastmael||10000||100||grow-pro||56||a-steemit-idea-that-might-be-utopian-creating-a-live-real-time-document-editor-on-the-blockchain-but-not-without-you||2018-01-04 22:53:21||4.655||0||0.78||3.875||355640604228||1.3089056605627898e-11||0.6744336066964225||38||2017-12-30 18:35:39||2018-01-04||5||"{""tags"":[""utopian"",""steemit"",""idea"",""minnowsunite"",""help""]}"
eastmael||10000||100||grow-pro||56||2018-a-new-year-time-for-something-new-what-is-the-steemit-quality-content-initiative||2018-01-04 22:53:09||8.356||0||1.576||6.78||694997710195||1.202306119491459e-11||0.6352901739706026||62||2018-01-01 23:44:42||2018-01-04||13||"{""tags"":[""steemit-qci"",""new"",""services"",""steemgigs"",""minnowsunite""]}"
eastmael||10000||100||grow-pro||56||we-re-a-little-closer-to-the-moon-and-i-don-t-mean-earth-s-orbit-golden-cross-setting-up-thoughts-n-charts-n-stuff||2018-01-04 22:52:48||4.732||0||0.878||3.854||423778616734||1.1166207574296301e-11||0.6010086872049429||41||2018-01-03 22:24:57||2018-01-04||13||"{""tags"":[""steem"",""crypto"",""trading"",""money"",""crytpocurrency""]}"
eastmael||10000||100||paulag||65||re-eastmael-how-analyze-utopian-data-using-bi-utopian-and-excel-20180104t165712950z||2018-01-04 22:03:39||8.582||0||2.138||6.444||792629721232||1.0827249811754256e-11||0.5898715492627659||2||2018-01-04 16:57:12||2018-01-04||1||"{""tags"":[""utopian-io""]}"
eastmael||2000||20||rt395||58||crypto-psa-is-your-computer-vulnerable-to-meltdown-and-spectre||2018-01-04 22:01:15||13.799||0||2.63||11.169||1316710187685||1.0479906762368858e-11||0.11694119847598268||20||2018-01-04 21:55:42||2018-01-04||7||"{""tags"":[""cryptocurrency"",""bitcoin"",""steemit"",""security"",""steemitbc""]}"
eastmael||5000||50||smokinglems||55||smokinglems-enjoying-the-holiday-season-with-his-family-part-1||2018-01-04 21:29:45||3.627||0||0.661||2.966||341534157641||1.061972841911901e-11||0.292768199041742||28||2018-01-04 21:23:36||2018-01-04||5||"{""tags"":[""entertainment"",""holiday"",""philippines"",""untalented"",""ocd-resteem""]}"
